,prompt,completion
1252,"Label each token as one of O, B-PER, I-PER, B-LOC, I-LOC, B-ORG, I-ORG, B-MISC or I-MISC:

But | he | said | a | power | struggle | in | Russia | 's | ruling | circles | could | not | be | ruled | out | , | which | could | harm | further | reforms | .

###

", O | O | O | O | O | O | O | B-LOC | O | O | O | O | O | O | O | O | O | O | O | O | O | O | O***END***
1253,"Label each token as one of O, B-PER, I-PER, B-LOC, I-LOC, B-ORG, I-ORG, B-MISC or I-MISC:

He | expressed | concern | over | problems | in | the | Russian | economy | , | saying | this | could | lead | to | social | unrest | , | the | daily | reported | .

###

", O | O | O | O | O | O | O | B-MISC | O | O | O | O | O | O | O | O | O | O | O | O | O | O***END***
1254,"Label each token as one of O, B-PER, I-PER, B-LOC, I-LOC, B-ORG, I-ORG, B-MISC or I-MISC:

On | Moscow | 's | foreign | policy | , | Rosati | said | it | had | changed | its | stance | on | NATO | 's | eastward | expansion | and | was | preparing | itself | for | Poland | 's | inevitable | entry | into | the | Western | alliance | .

###

", O | B-LOC | O | O | O | O | B-PER | O | O | O | O | O | O | O | B-ORG | O | O | O | O | O | O | O | O | B-LOC | O | O | O | O | O | B-MISC | O | O***END***
1255,"Label each token as one of O, B-PER, I-PER, B-LOC, I-LOC, B-ORG, I-ORG, B-MISC or I-MISC:

He | also | reportedly | criticised | Russian | Foreign | Minister | Yevgeny | Primakov | , | saying | his | style | of | work | resembled | that | of | the | Soviet-era | 1970s | and | 1980s | .

###

", O | O | O | O | B-MISC | O | O | B-PER | I-PER | O | O | O | O | O | O | O | O | O | O | B-MISC | O | O | O | O***END***
1256,"Label each token as one of O, B-PER, I-PER, B-LOC, I-LOC, B-ORG, I-ORG, B-MISC or I-MISC:

Romania | state | budget | soars | in | June | .

###

", B-LOC | O | O | O | O | O | O***END***
1257,"Label each token as one of O, B-PER, I-PER, B-LOC, I-LOC, B-ORG, I-ORG, B-MISC or I-MISC:

BUCHAREST | 1996-08-28

###

", B-LOC | O***END***
1258,"Label each token as one of O, B-PER, I-PER, B-LOC, I-LOC, B-ORG, I-ORG, B-MISC or I-MISC:

Romania | 's | state | budget | deficit | jumped | sharply | in | June | to | 1,242.9 | billion | lei | for | the | January-June | period | from | 596.5 | billion | lei | in | January-May | , | official | data | showed | on | Wednesday | .

###

", B-LOC | O | O | O | O | O | O | O | O | O | O | O | O | O | O | O | O | O | O | O | O | O | O | O | O | O | O | O | O | O***END***
1259,"Label each token as one of O, B-PER, I-PER, B-LOC, I-LOC, B-ORG, I-ORG, B-MISC or I-MISC:

Six-month | expenditures | stood | at | 9.50 | trillion | lei | , | up | from | 7.56 | trillion | lei | at | end-May | , | with | education | and | health | spending | accounting | for | 31.6 | percent | of | state | expenses | and | economic | subsidies | and | support | taking | some | 26 | percent | .

###

", O | O | O | O | O | O | O | O | O | O | O | O | O | O | O | O | O | O | O | O | O | O | O | O | O | O | O | O | O | O | O | O | O | O | O | O | O | O***END***
1260,"Label each token as one of O, B-PER, I-PER, B-LOC, I-LOC, B-ORG, I-ORG, B-MISC or I-MISC:

January-June | revenues | went | up | to | 8.26 | trillion | lei | from | 6.96 | trillion | lei | in | the | first | five | months | this | year | .

###

", O | O | O | O | O | O | O | O | O | O | O | O | O | O | O | O | O | O | O | O***END***
1261,"Label each token as one of O, B-PER, I-PER, B-LOC, I-LOC, B-ORG, I-ORG, B-MISC or I-MISC:

Romania | 's | government | is | expected | to | revise | the | 1996 | budget | on | Wednesday | to | bring | it | into | line | with | higher | inflation | , | new | wage | and | pension | indexations | and | costs | of | energy | imports | that | have | pushed | up | the | state | deficit | .

###

", B-LOC | O | O | O | O | O | O | O | O | O | O | O | O | O | O | O | O | O | O | O | O | O | O | O | O | O | O | O | O | O | O | O | O | O | O | O | O | O | O***END***
1262,"Label each token as one of O, B-PER, I-PER, B-LOC, I-LOC, B-ORG, I-ORG, B-MISC or I-MISC:

Under | the | revised | version | state | spending | is | expected | to | rise | by | some | 566 | billion | lei | .

###

", O | O | O | O | O | O | O | O | O | O | O | O | O | O | O | O***END***
1263,"Label each token as one of O, B-PER, I-PER, B-LOC, I-LOC, B-ORG, I-ORG, B-MISC or I-MISC:

No | new | deficit | forecast | has | been | issued | so | far | .

###

", O | O | O | O | O | O | O | O | O | O***END***
1264,"Label each token as one of O, B-PER, I-PER, B-LOC, I-LOC, B-ORG, I-ORG, B-MISC or I-MISC:

In | July | the | government | gave | a | 6.0-percent | wage | and | pension | indexation | to | cover | energy | , | fuel | and | bread | price | increases | , | which | quickened | inflation | to | 7.5 | percent | last | month | .

###

", O | O | O | O | O | O | O | O | O | O | O | O | O | O | O | O | O | O | O | O | O | O | O | O | O | O | O | O | O | O***END***
1265,"Label each token as one of O, B-PER, I-PER, B-LOC, I-LOC, B-ORG, I-ORG, B-MISC or I-MISC:

In | the | original | state | budget | , | approved | in | March | , | revenues | were | envisaged | at | around | 16.98 | trillion | lei | and | expenditures | 20.17 | trillion | lei | for | 1996 | .

###

", O | O | O | O | O | O | O | O | O | O | O | O | O | O | O | O | O | O | O | O | O | O | O | O | O | O***END***
1266,"Label each token as one of O, B-PER, I-PER, B-LOC, I-LOC, B-ORG, I-ORG, B-MISC or I-MISC:

The | state | budget | deficit | was | originally | forecast | to | be | 3.19 | trillion | lei | for | the | whole | year | .

###

", O | O | O | O | O | O | O | O | O | O | O | O | O | O | O | O | O***END***
1267,"Label each token as one of O, B-PER, I-PER, B-LOC, I-LOC, B-ORG, I-ORG, B-MISC or I-MISC:

On | Wednesday | , | the | leu | 's | official | rate | was | 3,161 | to | the | dollar | .

###

", O | O | O | O | O | O | O | O | O | O | O | O | O | O***END***
1268,"Label each token as one of O, B-PER, I-PER, B-LOC, I-LOC, B-ORG, I-ORG, B-MISC or I-MISC:

-- | Bucharest | Newsroom | 40-1 | 3120264

###

", O | B-ORG | I-ORG | O | O***END***
1269,"Label each token as one of O, B-PER, I-PER, B-LOC, I-LOC, B-ORG, I-ORG, B-MISC or I-MISC:

Costa | Rica | says | Dutch | pair | kidnapped | by | Nicaraguans | .

###

", B-LOC | I-LOC | O | B-MISC | O | O | O | B-MISC | O***END***
1270,"Label each token as one of O, B-PER, I-PER, B-LOC, I-LOC, B-ORG, I-ORG, B-MISC or I-MISC:

SAN | JOSE | , | Costa | Rica | 1996-08-28

###

", B-LOC | I-LOC | O | B-LOC | I-LOC | O***END***
1271,"Label each token as one of O, B-PER, I-PER, B-LOC, I-LOC, B-ORG, I-ORG, B-MISC or I-MISC:

The | Costa | Rican | government | said | on | Wednesday | that | a | Dutch | couple | abducted | over | the | weekend | from | a | tree | farm | in | northern | Costa | Rica | was | kidnapped | by | former | Nicaraguan | guerrillas | .

###

", O | B-MISC | I-MISC | O | O | O | O | O | O | B-MISC | O | O | O | O | O | O | O | O | O | O | O | B-LOC | I-LOC | O | O | O | O | B-MISC | O | O***END***
1272,"Label each token as one of O, B-PER, I-PER, B-LOC, I-LOC, B-ORG, I-ORG, B-MISC or I-MISC:

"" | Even | though | it | 's | an | act | of | common | delinquency | , | the | case | could | take | a | difficult | turn | because | former | Nicaraguan | guerrillas | are | involved | , | "" | Security | Minister | Bernardo | Arce | told | reporters | .

###

", O | O | O | O | O | O | O | O | O | O | O | O | O | O | O | O | O | O | O | O | B-MISC | O | O | O | O | O | O | O | B-PER | I-PER | O | O | O***END***
1273,"Label each token as one of O, B-PER, I-PER, B-LOC, I-LOC, B-ORG, I-ORG, B-MISC or I-MISC:

Earlier | this | year | , | a | German | tourist | and | a | Swiss | tour | guide | were | kidnapped | from | the | same | general | area | in | northern | Costa | Rica | near | the | Nicaraguan | border | .

###

", O | O | O | O | O | B-MISC | O | O | O | B-MISC | O | O | O | O | O | O | O | O | O | O | O | B-LOC | I-LOC | O | O | B-MISC | O | O***END***
1274,"Label each token as one of O, B-PER, I-PER, B-LOC, I-LOC, B-ORG, I-ORG, B-MISC or I-MISC:

They | were | held | for | 71 | days | before | relatives | paid | a | ransom | to | free | them | .

###

", O | O | O | O | O | O | O | O | O | O | O | O | O | O | O***END***
1275,"Label each token as one of O, B-PER, I-PER, B-LOC, I-LOC, B-ORG, I-ORG, B-MISC or I-MISC:

Two | Nicaraguan | former | guerrillas | have | been | arrested | in | the | case | .

###

", O | B-MISC | O | O | O | O | O | O | O | O | O***END***
1276,"Label each token as one of O, B-PER, I-PER, B-LOC, I-LOC, B-ORG, I-ORG, B-MISC or I-MISC:

Because | of | the | apparent | threat | to | foreigners | in | Costa | Rica | near | the | Nicaraguan | border | , | Arce | said | the | government | has | advised | many | to | take | additional | security | measures | on | their | own | .

###

", O | O | O | O | O | O | O | O | B-LOC | I-LOC | O | O | B-MISC | O | O | B-PER | O | O | O | O | O | O | O | O | O | O | O | O | O | O | O***END***
1277,"Label each token as one of O, B-PER, I-PER, B-LOC, I-LOC, B-ORG, I-ORG, B-MISC or I-MISC:

Hurte | Sierd | Zylstra | and | his | wife | , | Jetsi | Hendrika | Coers | , | both | 50 | years | old | , | were | seized | late | on | Saturday | or | early | on | Sunday | from | a | teak | tree | plantation | they | manage | by | at | least | two | heavily | armed | men | who | took | the | two | off | in | their | own | car | , | leaving | behind | a | ransom | note | demanding | $ | 1.5 | million | .

###

", B-PER | I-PER | I-PER | O | O | O | O | B-PER | I-PER | I-PER | O | O | O | O | O | O | O | O | O | O | O | O | O | O | O | O | O | O | O | O | O | O | O | O | O | O | O | O | O | O | O | O | O | O | O | O | O | O | O | O | O | O | O | O | O | O | O | O | O***END***
1278,"Label each token as one of O, B-PER, I-PER, B-LOC, I-LOC, B-ORG, I-ORG, B-MISC or I-MISC:

The | plantation | is | owned | by | Dutch | citizen | Ebe | Huizinga | , | who | has | since | arrived | in | Costa | Rica | to | deal | with | the | matter | .

###

", O | O | O | O | O | B-MISC | O | B-PER | I-PER | O | O | O | O | O | O | B-LOC | I-LOC | O | O | O | O | O | O***END***
1279,"Label each token as one of O, B-PER, I-PER, B-LOC, I-LOC, B-ORG, I-ORG, B-MISC or I-MISC:

Gov't | dodging | extradition | , | Colombian | official | says | .

###

", O | O | O | O | B-MISC | O | O | O***END***
1280,"Label each token as one of O, B-PER, I-PER, B-LOC, I-LOC, B-ORG, I-ORG, B-MISC or I-MISC:

BOGOTA | , | Colombia | 1996-08-28

###

", B-LOC | O | B-LOC | O***END***
1281,"Label each token as one of O, B-PER, I-PER, B-LOC, I-LOC, B-ORG, I-ORG, B-MISC or I-MISC:

A | top | judicial | official | and | critic | of | President | Ernesto | Samper | accused | the | government | of | indifference | on | Wednesday | over | efforts | to | lift | Colombia | 's | five-year-old | ban | on | extradition | .

###

", O | O | O | O | O | O | O | O | B-PER | I-PER | O | O | O | O | O | O | O | O | O | O | O | B-LOC | O | O | O | O | O | O***END***
1282,"Label each token as one of O, B-PER, I-PER, B-LOC, I-LOC, B-ORG, I-ORG, B-MISC or I-MISC:

"" | It | would | seem | that | the | subject | of | extradition | is | unworthy | of | an | opinion | from | the | government | , | "" | Deputy | Prosecutor-General | Adolfo | Salamanca | said | .

###

", O | O | O | O | O | O | O | O | O | O | O | O | O | O | O | O | O | O | O | O | O | B-PER | B-LOC | O | O***END***
1283,"Label each token as one of O, B-PER, I-PER, B-LOC, I-LOC, B-ORG, I-ORG, B-MISC or I-MISC:

Constitutional | reforms | were | proposed | on | Tuesday | by | two | senators | , | one | of | them | a | member | of | Samper | 's | own | Liberal | Party | , | aimed | at | lifting | the | ban | on | extradition | introduced | in | 1991 | .

###

", O | O | O | O | O | O | O | O | O | O | O | O | O | O | O | O | B-PER | O | O | B-ORG | I-ORG | O | O | O | O | O | O | O | O | O | O | O | O***END***
1284,"Label each token as one of O, B-PER, I-PER, B-LOC, I-LOC, B-ORG, I-ORG, B-MISC or I-MISC:

U.S. | Ambassador | Myles | Frechette | applauded | the | move | , | saying | it | could | prompt | the | Clinton | administration | to | remove | Colombia | from | a | list | of | outcast | nations | that | have | failed | to | cooperate | in | U.S. | counternarcotics | efforts | .

###

", B-LOC | O | B-PER | I-PER | O | O | O | O | O | O | O | O | O | B-PER | O | O | O | B-LOC | O | O | O | O | O | O | O | O | O | O | O | O | B-LOC | O | O | O***END***
1285,"Label each token as one of O, B-PER, I-PER, B-LOC, I-LOC, B-ORG, I-ORG, B-MISC or I-MISC:

Samper | -- | who | weathered | a | year-old | crisis | stemming | from | charges | he | financed | his | 1994 | election | campaign | with | drug | money | -- | appeared | less | than | enthusiastic | , | however | .

###

", B-PER | O | O | O | O | O | O | O | O | O | O | O | O | O | O | O | O | O | O | O | O | O | O | O | O | O | O***END***
1286,"Label each token as one of O, B-PER, I-PER, B-LOC, I-LOC, B-ORG, I-ORG, B-MISC or I-MISC:

"" | Extradition | is | not | on | the | government | 's | legislative | agenda | , | "" | he | told | reporters | on | Tuesday | .

###

", O | O | O | O | O | O | O | O | O | O | O | O | O | O | O | O | O | O***END***
1287,"Label each token as one of O, B-PER, I-PER, B-LOC, I-LOC, B-ORG, I-ORG, B-MISC or I-MISC:

He | added | that | he | did | not | oppose | the | idea | of | opening | a | public | debate | over | the | issue | .

###

", O | O | O | O | O | O | O | O | O | O | O | O | O | O | O | O | O | O***END***
1288,"Label each token as one of O, B-PER, I-PER, B-LOC, I-LOC, B-ORG, I-ORG, B-MISC or I-MISC:

But | he | fell | far | short | of | endorsing | the | idea | of | putting | Colombian | drug | lords | onto | U.S.-bound | flights | to | serve | stiff | penalities | in | American | prisons | .

###

", O | O | O | O | O | O | O | O | O | O | O | B-MISC | O | O | O | O | O | O | O | O | O | O | B-MISC | O | O***END***
1289,"Label each token as one of O, B-PER, I-PER, B-LOC, I-LOC, B-ORG, I-ORG, B-MISC or I-MISC:

Salamanca | , | who | spoke | at | a | meeting | on | kidnapping | in | Colombia | , | has | said | in | the | past | that | there | was | ample | evidence | to | prove | that | Samper | 's | campaign | received | millions | of | dollars | in | contributions | from | the | country | 's | top | drug | lords | .

###

", B-LOC | O | O | O | O | O | O | O | O | O | B-LOC | O | O | O | O | O | O | O | O | O | O | O | O | O | O | B-PER | O | O | O | O | O | O | O | O | O | O | O | O | O | O | O | O***END***
1290,"Label each token as one of O, B-PER, I-PER, B-LOC, I-LOC, B-ORG, I-ORG, B-MISC or I-MISC:

Quake | shakes | Costa | Rica | during | Hashimoto | visit | .

###

", O | O | B-LOC | I-LOC | O | B-PER | O | O***END***
1291,"Label each token as one of O, B-PER, I-PER, B-LOC, I-LOC, B-ORG, I-ORG, B-MISC or I-MISC:

SAN | JOSE | , | Costa | Rica | 1996-08-28

###

", B-LOC | I-LOC | O | B-LOC | I-LOC | O***END***
1292,"Label each token as one of O, B-PER, I-PER, B-LOC, I-LOC, B-ORG, I-ORG, B-MISC or I-MISC:

A | moderate | earthquake | measuring | 5.0 | on | the | Richter | scale | shook | Costa | Rica | on | Wednesday | during | a | visit | by | Japanese | Prime | Minister | Ryutaro | Hashimoto | , | but | there | were | no | reports | of | casualties | or | damage | , | officials | said | .

###

", O | O | O | O | O | O | O | B-PER | O | O | B-LOC | I-LOC | O | O | O | O | O | O | B-MISC | O | O | B-PER | I-PER | O | O | O | O | O | O | O | O | O | O | O | O | O | O***END***
1293,"Label each token as one of O, B-PER, I-PER, B-LOC, I-LOC, B-ORG, I-ORG, B-MISC or I-MISC:

The | quake | struck | at | 11.16 | a.m. | ( | 1716 | GMT | ) | and | was | centred | 10 | miles | ( | 16 | km | ) | south | of | the | port | of | Quepos | , | which | is | 90 | miles | ( | 140 | km | ) | south | of | the | capital | San | Jose | , | the | Costa | Rican | Volcanic | and | Seismologicial | Observatory | said | .

###

", O | O | O | O | O | O | O | O | B-MISC | O | O | O | O | O | O | O | O | O | O | O | O | O | O | O | B-LOC | O | O | O | O | O | O | O | O | O | O | O | O | O | B-LOC | I-LOC | O | O | B-ORG | I-ORG | I-ORG | I-ORG | I-ORG | I-ORG | O | O***END***
1294,"Label each token as one of O, B-PER, I-PER, B-LOC, I-LOC, B-ORG, I-ORG, B-MISC or I-MISC:

The | quake | was | felt | for | about | seven | seconds | in | most | of | the | country | but | preliminary | reports | said | no | one | was | hurt | , | it | added | .

###

", O | O | O | O | O | O | O | O | O | O | O | O | O | O | O | O | O | O | O | O | O | O | O | O | O***END***
